date,section,exports,imports
2005-03-01,0,936.103843,1464.390135
2005-03-01,1,134.578062,112.227013
2005-03-01,2,1209.15404,892.241112
2005-03-01,3,6103.839315,2995.007694
2005-03-01,4,2247.228259,239.012334
2005-03-01,5,2902.855983,3080.483459
2005-03-01,6,3670.304633,3944.405453
2005-03-01,7,25186.515359,20838.329847
2005-03-01,8,3882.694922,1790.991798
2005-03-01,9,713.822613,1181.278957
2005-03-01,overall,46987.097029000004,36538.367802
2005-04-01,0,843.887467,1693.925472
2005-04-01,1,157.084688,101.118493
2005-04-01,2,1185.318329,750.992812
2005-04-01,3,5898.350316,2511.545975
2005-04-01,4,1999.962327,181.227717
2005-04-01,5,2749.274618,2808.986013
2005-04-01,6,3415.280621,3948.968133
2005-04-01,7,23173.977862,20104.895791
2005-04-01,8,3746.145164,1781.044034
2005-04-01,9,628.249733,1114.16998
2005-04-01,overall,43797.531125,34996.87442
2005-05-01,0,862.581569,1226.076065
2005-05-01,1,128.087299,108.926427
2005-05-01,2,1092.293109,1063.561984
2005-05-01,3,5420.482805,3019.164288
2005-05-01,4,2308.730344,137.500656
2005-05-01,5,2476.513782,2816.853271
2005-05-01,6,3194.583004,4235.280529
2005-05-01,7,23048.961419,20448.117205
2005-05-01,8,3736.816208,1813.673428
2005-05-01,9,646.820046,1091.274108
2005-05-01,overall,42915.869585,35960.427961
2005-06-01,0,884.680773,1568.560633
2005-06-01,1,156.207545,99.609494
2005-06-01,2,1161.343133,892.078237
2005-06-01,3,5391.298443,2974.932013
2005-06-01,4,2308.384638,164.00587
2005-06-01,5,2305.038246,2936.190663
2005-06-01,6,3205.365207,4362.001616
2005-06-01,7,24945.185024,20761.389153
2005-06-01,8,3686.800766,1871.606154
2005-06-01,9,705.418028,1100.793088
2005-06-01,overall,44749.721803,36731.166921000004
2005-07-01,0,876.860366,1575.732681
2005-07-01,1,140.900318,115.861183
2005-07-01,2,1258.039651,941.283681
2005-07-01,3,5629.817382,2988.344107
2005-07-01,4,1802.927951,186.153751
2005-07-01,5,2441.360398,2910.845341
2005-07-01,6,3179.581925,4189.606856
2005-07-01,7,23897.643401,21675.852995
2005-07-01,8,3881.523911,1952.563827
2005-07-01,9,675.634251,1063.197652
2005-07-01,overall,43784.289554,37599.442074
2005-08-01,0,960.401471,1357.42438
2005-08-01,1,125.040005,90.406378
2005-08-01,2,1234.18654,856.341586
2005-08-01,3,6541.930033,2561.115689
2005-08-01,4,2080.396616,135.46085
2005-08-01,5,2657.439982,2954.888973
2005-08-01,6,3207.571532,3887.09175
2005-08-01,7,25269.761332,21792.878865
2005-08-01,8,3967.314638,1914.532465
2005-08-01,9,702.270759,1104.317136
2005-08-01,overall,46746.312908,36654.458072
2005-09-01,0,1007.950141,1497.565628
2005-09-01,1,154.316018,111.094222
2005-09-01,2,1269.921286,1003.436805
2005-09-01,3,6380.222967,3513.235235
2005-09-01,4,2250.216706,96.626855
2005-09-01,5,2668.539892,2863.9003
2005-09-01,6,3346.866459,3958.101431
2005-09-01,7,26020.782947,23689.943507
2005-09-01,8,4190.680431,2058.178681
2005-09-01,9,727.373571,1175.606199
2005-09-01,overall,48016.870418,39967.688863
2005-10-01,0,1042.556403,1674.862101
2005-10-01,1,142.102232,106.457684
2005-10-01,2,1379.058297,920.293391
2005-10-01,3,6678.643329,3267.584543
2005-10-01,4,2223.464293,231.900276
2005-10-01,5,3001.032794,2828.222289
2005-10-01,6,3409.084826,4470.794508
2005-10-01,7,26910.726973,22267.375752
2005-10-01,8,4246.846585,2174.43132
2005-10-01,9,714.726981,1187.436327
2005-10-01,overall,49748.242713,39129.358191
2005-11-01,0,835.027274,1365.962053
2005-11-01,1,145.297365,116.009284
2005-11-01,2,1047.344088,665.534297
2005-11-01,3,6468.547796,3203.518845
2005-11-01,4,1885.71757,167.994969
2005-11-01,5,2401.471058,2710.684022
2005-11-01,6,2946.654095,3608.939953
2005-11-01,7,23898.309805,19813.753911
2005-11-01,8,3433.224599,1955.13723
2005-11-01,9,650.127322,1003.382777
2005-11-01,overall,43711.720972,34610.917341
2005-12-01,0,994.944167,1685.697044
2005-12-01,1,171.787364,245.166345
2005-12-01,2,1294.655367,1004.518861
2005-12-01,3,7244.651296,3186.797849
2005-12-01,4,1911.559154,250.775578
2005-12-01,5,2649.328436,2870.029354
2005-12-01,6,3806.167428,4261.018796
2005-12-01,7,26871.298616,23158.281837
2005-12-01,8,4068.011127,2157.737739
2005-12-01,9,732.98763,1156.47177
2005-12-01,overall,49745.390585,39976.495173
2006-01-01,0,856.111006,1475.040809
2006-01-01,1,162.738479,116.322766
2006-01-01,2,1211.813298,816.167771
2006-01-01,3,6887.507863,2712.700778
2006-01-01,4,1769.405702,305.999888
2006-01-01,5,2339.46602,2624.119066
2006-01-01,6,3292.980999,3623.594223
2006-01-01,7,22292.227929,19709.403881
2006-01-01,8,3681.03462,1854.344317
2006-01-01,9,706.548739,932.725612
2006-01-01,overall,43199.834655,34170.419110999996
2006-02-01,0,779.645226,1393.848279
2006-02-01,1,130.219467,88.625932
2006-02-01,2,1106.710072,646.065191
2006-02-01,3,6295.507832,3114.212937
2006-02-01,4,1922.287865,420.321513
2006-02-01,5,2293.858243,2781.048397
2006-02-01,6,3262.421416,3796.174196
2006-02-01,7,22545.511745,19672.348421
2006-02-01,8,3436.426219,1846.967213
2006-02-01,9,636.494486,973.223334
2006-02-01,overall,42409.082571,34732.835413
2006-03-01,0,971.002805,1609.91182
2006-03-01,1,146.210656,125.204803
2006-03-01,2,1635.583376,864.664292
2006-03-01,3,7329.212929,3269.134839
2006-03-01,4,2434.432221,228.885304
2006-03-01,5,2545.355432,3191.750531
2006-03-01,6,3791.409787,4594.410741
2006-03-01,7,27550.329765,24163.050869
2006-03-01,8,4260.780836,2222.942842
2006-03-01,9,764.706886,1252.423785
2006-03-01,overall,51429.024693,41522.379826
2006-04-01,0,877.837288,1752.88483
2006-04-01,1,144.666688,129.417433
2006-04-01,2,1406.048822,767.778435
2006-04-01,3,6398.014562,3297.236977
2006-04-01,4,2239.696317,194.171823
2006-04-01,5,2480.346008,2870.026038
2006-04-01,6,3636.812934,4347.405911
2006-04-01,7,24379.71923,22099.845052
2006-04-01,8,3557.554151,2228.613089
2006-04-01,9,779.442502,1028.318084
2006-04-01,overall,45900.138502,38715.697672
2006-05-01,0,989.455168,1650.607954
2006-05-01,1,179.529338,115.942697
2006-05-01,2,1425.443166,1074.277919
2006-05-01,3,6445.275936,4054.685602
2006-05-01,4,2101.042545,195.81347
2006-05-01,5,2833.140624,3054.215477
2006-05-01,6,4406.916764,4703.060107
2006-05-01,7,24980.050286,21622.393687
2006-05-01,8,3962.703953,2288.257088
2006-05-01,9,920.310853,1163.45156
2006-05-01,overall,48243.868633,39922.705560999995
2006-06-01,0,923.962105,1666.700845
2006-06-01,1,143.031847,123.096124
2006-06-01,2,1338.9204,1141.94868
2006-06-01,3,6355.574504,3109.977058
2006-06-01,4,2092.580437,185.698385
2006-06-01,5,2756.83553,3095.123166
2006-06-01,6,4249.627615,4711.868874
2006-06-01,7,26248.250237,23121.514405
2006-06-01,8,4155.250351,2273.97806
2006-06-01,9,893.17943,1199.475681
2006-06-01,overall,49157.212456,40629.381278
2006-07-01,0,939.836065,1564.58159
2006-07-01,1,143.21755,136.87319
2006-07-01,2,1448.501636,1403.256007
2006-07-01,3,7113.685961,3900.587527
2006-07-01,4,2306.885388,140.198677
2006-07-01,5,2774.0518,3260.071115
2006-07-01,6,4140.426928,4772.141007
2006-07-01,7,26276.970216,22495.632038
2006-07-01,8,4395.730724,2224.540111
2006-07-01,9,1019.10961,1233.72431
2006-07-01,overall,50558.415878,41131.605572
2006-08-01,0,1007.767979,1802.519869
2006-08-01,1,175.950853,132.061899
2006-08-01,2,1640.151781,1385.992176
2006-08-01,3,7011.502473,4389.877393
2006-08-01,4,2587.857055,178.973027
2006-08-01,5,3067.362835,3341.076113
2006-08-01,6,4318.310525,5202.192565
2006-08-01,7,27846.683619,23100.561176
2006-08-01,8,4731.417422,2311.757493
2006-08-01,9,1022.582772,1243.285105
2006-08-01,overall,53409.587314,43088.296816
2006-09-01,0,1082.203208,1900.144255
2006-09-01,1,172.167257,165.833078
2006-09-01,2,1503.019915,1412.286805
2006-09-01,3,6587.182008,3929.915619
2006-09-01,4,2540.443098,157.905019
2006-09-01,5,2912.053659,3158.60344
2006-09-01,6,4245.691598,4917.939709
2006-09-01,7,28555.618296,23325.139669
2006-09-01,8,4625.869459,2263.860459
2006-09-01,9,896.528213,1308.469116
2006-09-01,overall,53120.776711,42540.097169
2006-10-01,0,963.317265,1672.545434
2006-10-01,1,161.734973,131.11831
2006-10-01,2,1349.085882,1058.396526
2006-10-01,3,6599.663776,3194.122393
2006-10-01,4,2613.774551,217.73421
2006-10-01,5,2610.964809,2892.426062
2006-10-01,6,3735.546814,4842.768556
2006-10-01,7,25179.958269,20874.418937
2006-10-01,8,4054.452094,2137.54429
2006-10-01,9,770.735529,1275.855694
2006-10-01,overall,48039.233962,38296.930412
2006-11-01,0,1070.887508,1708.81242
2006-11-01,1,176.719609,118.300196
2006-11-01,2,1470.629893,1163.822674
2006-11-01,3,6667.063982,3324.43879
2006-11-01,4,2781.15869,252.188276
2006-11-01,5,3426.833944,3370.93225
2006-11-01,6,4432.828353,4814.789099
2006-11-01,7,25998.241942,23824.512559
2006-11-01,8,4436.419627,2152.829723
2006-11-01,9,870.705143,1314.498919
2006-11-01,overall,51331.488691,42045.124906
2006-12-01,0,1019.513866,1770.344344
2006-12-01,1,193.493578,156.354014
2006-12-01,2,1413.064598,1092.048274
2006-12-01,3,6963.172346,3248.723159
2006-12-01,4,2554.915069,214.87089
2006-12-01,5,2888.649004,3173.831102
2006-12-01,6,4422.604341,5325.026196
2006-12-01,7,27489.88673,22654.167719
2006-12-01,8,4635.875065,2410.4241
2006-12-01,9,860.505837,1306.65903
2006-12-01,overall,52441.680433999994,41352.448828
2007-01-01,0,1063.357572,1854.875338
2007-01-01,1,197.398028,153.053284
2007-01-01,2,1383.815372,1107.600434
2007-01-01,3,6659.109538,3306.79878
2007-01-01,4,2316.922903,234.260301
2007-01-01,5,2934.548588,3256.713197
2007-01-01,6,4199.4389,4956.805551
2007-01-01,7,24323.397871,22269.446653
2007-01-01,8,4202.779524,1877.589912
2007-01-01,9,701.370782,1320.6709
2007-01-01,overall,47982.139078,40337.81435
2007-02-01,0,875.984014,1640.785514
2007-02-01,1,140.340005,87.176593
2007-02-01,2,1051.814493,1120.133309
2007-02-01,3,5627.239458,2742.552944
2007-02-01,4,1984.663584,111.32128
2007-02-01,5,2674.898385,3101.077057
2007-02-01,6,3592.459195,4270.15111
2007-02-01,7,20851.099479,18467.812651
2007-02-01,8,3517.655127,1579.729857
2007-02-01,9,578.639932,995.454626
2007-02-01,overall,40894.793672,34116.194941
2007-03-01,0,1113.137914,1979.927009
2007-03-01,1,180.578309,131.742965
2007-03-01,2,1400.463429,1281.81913
2007-03-01,3,6379.436713,4063.186496
2007-03-01,4,2431.000404,151.189134
2007-03-01,5,3384.789405,3501.004002
2007-03-01,6,4233.297024,5572.982868
2007-03-01,7,24606.111765,22301.430894
2007-03-01,8,4328.305323,2000.968498
2007-03-01,9,736.39802,1373.197824
2007-03-01,overall,48793.518306,42357.44882
2007-04-01,0,1080.300771,1875.505571
2007-04-01,1,159.770355,123.608237
2007-04-01,2,1302.694877,1264.346737
2007-04-01,3,6534.981161,3196.982752
2007-04-01,4,2827.672011,201.199781
2007-04-01,5,2760.525321,3160.025348
2007-04-01,6,4413.94136,5514.381246
2007-04-01,7,22044.909844,21375.953946
2007-04-01,8,4131.313619,2130.814467
2007-04-01,9,712.350938,1370.088972
2007-04-01,overall,45968.460257,40212.907057000004
2007-05-01,0,1073.430948,1789.93261
2007-05-01,1,172.285759,152.985877
2007-05-01,2,1324.253813,1387.067268
2007-05-01,3,7180.918982,3795.858928
2007-05-01,4,2987.771137,207.549205
2007-05-01,5,2735.726914,3487.519469
2007-05-01,6,4301.127133,5575.255437
2007-05-01,7,24890.680492,21714.384221
2007-05-01,8,4303.053568,1992.313257
2007-05-01,9,732.874978,1468.946268
2007-05-01,overall,49702.123724000005,41571.81254
2007-06-01,0,1045.789667,1880.421057
2007-06-01,1,172.793992,130.083042
2007-06-01,2,1259.306487,1331.439178
2007-06-01,3,7315.651408,3553.687622
2007-06-01,4,2904.285971,322.392719
2007-06-01,5,3127.744717,3194.725709
2007-06-01,6,4532.05998,5275.17891
2007-06-01,7,23684.076136,21311.63748
2007-06-01,8,4393.382709,1869.32409
2007-06-01,9,683.463299,1427.541175
2007-06-01,overall,49118.554366,40296.430982
2007-07-01,0,1123.618533,1762.982901
2007-07-01,1,172.129375,135.543251
2007-07-01,2,1244.64942,1534.801844
2007-07-01,3,7664.057142,3375.896557
2007-07-01,4,3476.989531,360.464087
2007-07-01,5,3092.929309,3334.759614
2007-07-01,6,4188.586501,5366.20759
2007-07-01,7,24251.39798,23013.634248
2007-07-01,8,4424.152128,2046.406267
2007-07-01,9,745.864789,1512.51567
2007-07-01,overall,50384.374708,42443.212029
2007-08-01,0,1241.039175,2328.786914
2007-08-01,1,196.955296,136.07863
2007-08-01,2,1564.442167,1475.867798
2007-08-01,3,6858.356664,4414.288273
2007-08-01,4,3718.223915,233.849877
2007-08-01,5,3162.981339,3486.883192
2007-08-01,6,4754.863774,5494.717538
2007-08-01,7,26734.199744,23209.279555
2007-08-01,8,4860.573608,2258.228112
2007-08-01,9,771.400785,1552.891532
2007-08-01,overall,53863.036467,44590.871421
2007-09-01,0,1312.080614,2207.031286
2007-09-01,1,191.295607,170.527364
2007-09-01,2,1644.221892,1433.425658
2007-09-01,3,6904.86743,3077.599865
2007-09-01,4,4029.171025,264.894222
2007-09-01,5,2769.100355,3544.097372
2007-09-01,6,4651.701636,5222.567956
2007-09-01,7,27142.517516,22992.75812
2007-09-01,8,4722.343751,2115.641627
2007-09-01,9,756.679149,1502.216306
2007-09-01,overall,54123.978975000005,42530.759776
2007-10-01,0,1252.916021,2049.071188
2007-10-01,1,200.737659,128.672888
2007-10-01,2,1333.630834,1508.341029
2007-10-01,3,8729.346307,4105.334721
2007-10-01,4,4427.237197,302.71058
2007-10-01,5,3246.470137,3571.168087
2007-10-01,6,4578.303121,5505.503158
2007-10-01,7,25856.920554,24446.870099
2007-10-01,8,4370.823331,2347.766832
2007-10-01,9,766.623082,1409.190218
2007-10-01,overall,54763.008243,45374.6288
2007-11-01,0,1323.412319,1950.867611
2007-11-01,1,213.211067,195.444156
2007-11-01,2,1335.921316,1410.497132
2007-11-01,3,8412.062991,4408.616306
2007-11-01,4,4144.238854,357.315788
2007-11-01,5,3010.644458,3683.482675
2007-11-01,6,4652.082697,5408.712346
2007-11-01,7,26061.008206,22922.218592
2007-11-01,8,4484.143919,2182.894415
2007-11-01,9,817.205016,1428.698009
2007-11-01,overall,54453.930843,43948.74703
2007-12-01,0,1345.424631,2095.667996
2007-12-01,1,206.443856,159.463676
2007-12-01,2,1406.086922,1557.128644
2007-12-01,3,8720.696319,4207.263544
2007-12-01,4,4327.916771,413.091788
2007-12-01,5,3266.76033,3474.877629
2007-12-01,6,4560.468158,5345.566303
2007-12-01,7,25459.645959,23324.25606
2007-12-01,8,4199.206159,2294.908997
2007-12-01,9,759.064675,1391.571959
2007-12-01,overall,54251.713780000005,44263.796596
2008-01-01,0,1343.392412,2249.332724
2008-01-01,1,212.428712,191.792045
2008-01-01,2,1415.510905,1402.393768
2008-01-01,3,9666.383461,4424.207939
2008-01-01,4,4078.024686,546.298979
2008-01-01,5,3026.384087,3734.183482
2008-01-01,6,4608.076095,5239.526983
2008-01-01,7,23627.881183,21904.990868
2008-01-01,8,4262.390323,2095.140284
2008-01-01,9,940.334535,1421.53736
2008-01-01,overall,53180.806399,43209.404432
2008-02-01,0,1168.752553,2141.070124
2008-02-01,1,160.624041,135.487638
2008-02-01,2,1581.053701,1363.729127
2008-02-01,3,9100.110164,3401.962776
2008-02-01,4,3966.007486,422.075783
2008-02-01,5,3124.962562,3363.109943
2008-02-01,6,3979.341873,4624.422638
2008-02-01,7,19867.350258,19529.046553
2008-02-01,8,3770.232761,1882.924159
2008-02-01,9,547.214981,1039.127412
2008-02-01,overall,47265.65038,37902.956153
2008-03-01,0,1390.029822,2126.88878
2008-03-01,1,211.259858,152.868098
2008-03-01,2,1598.687186,1338.314177
2008-03-01,3,9986.916264,5139.500129
2008-03-01,4,4923.819571,455.970184
2008-03-01,5,3458.60698,3740.421173
2008-03-01,6,5637.751546,5725.850121
2008-03-01,7,19986.3769,21822.445212
2008-03-01,8,4233.012723,2154.587528
2008-03-01,9,374.438203,956.139227
2008-03-01,overall,51800.899053,43612.984629
2008-04-01,0,1385.386697,2411.50011
2008-04-01,1,156.748813,161.324075
2008-04-01,2,1616.524682,1482.145764
2008-04-01,3,9271.377328,4734.123222
2008-04-01,4,5287.42228,705.843641
2008-04-01,5,3405.076466,3722.620579
2008-04-01,6,4894.611354,5589.524412
2008-04-01,7,24835.15406,20976.928584
2008-04-01,8,4477.190493,2316.196808
2008-04-01,9,413.560595,1130.503193
2008-04-01,overall,55743.052768,43230.710388
2008-05-01,0,1478.237328,2345.244053
2008-05-01,1,205.177952,188.635759
2008-05-01,2,1470.341877,1639.736677
2008-05-01,3,10507.531382,5801.582981
2008-05-01,4,5320.611415,283.244438
2008-05-01,5,3920.039284,4041.620289
2008-05-01,6,5239.792184,5572.756449
2008-05-01,7,27954.912829,21910.303715
2008-05-01,8,4604.964143,2515.414342
2008-05-01,9,469.545719,1105.146253
2008-05-01,overall,61171.154113,45403.684956
2008-06-01,0,1529.913812,2497.36329
2008-06-01,1,176.902391,152.576612
2008-06-01,2,1492.193382,1643.907395
2008-06-01,3,11627.779216,6031.065612
2008-06-01,4,5111.276668,302.719792
2008-06-01,5,3550.173157,3991.605957
2008-06-01,6,4949.704366,5878.204953
2008-06-01,7,24847.750566,21099.336289
2008-06-01,8,4702.488845,2422.997065
2008-06-01,9,450.836092,1082.216314
2008-06-01,overall,58439.018495,45101.993279
2008-07-01,0,1617.410439,3032.41387
2008-07-01,1,212.754304,167.23033
2008-07-01,2,1683.578421,1752.627187
2008-07-01,3,11254.540802,5147.557026
2008-07-01,4,6029.027329,516.73843
2008-07-01,5,3970.104612,4669.829988
2008-07-01,6,5634.687697,6257.307342
2008-07-01,7,27093.272245,23276.517438
2008-07-01,8,5331.47639,2671.464403
2008-07-01,9,644.853376,1235.792525
2008-07-01,overall,63471.705615,48727.478539
2008-08-01,0,1857.528478,2404.578639
2008-08-01,1,262.350045,146.992364
2008-08-01,2,1710.849446,1628.280085
2008-08-01,3,10355.927701,7122.791023
2008-08-01,4,5181.927943,234.777884
2008-08-01,5,3558.801678,4268.606296
2008-08-01,6,5512.716584,5852.890051
2008-08-01,7,26214.574623,21693.608459
2008-08-01,8,4845.502548,2448.835758
2008-08-01,9,471.759838,1055.27154
2008-08-01,overall,59971.938884,46856.632099
2008-09-01,0,1662.793056,2257.600236
2008-09-01,1,218.37926,175.942453
2008-09-01,2,1657.905931,2389.331352
2008-09-01,3,12019.670854,5184.013183
2008-09-01,4,5366.95219,541.521208
2008-09-01,5,3487.506678,4342.517555
2008-09-01,6,5617.578961,5991.307942
2008-09-01,7,27248.324911,22009.298689
2008-09-01,8,5082.448756,3234.00818
2008-09-01,9,462.941995,1275.144653
2008-09-01,overall,62824.502592,47400.685451
2008-10-01,0,1476.984718,1889.08662
2008-10-01,1,191.983258,198.985521
2008-10-01,2,1349.857424,1638.509595
2008-10-01,3,10292.472901,4034.62269
2008-10-01,4,4241.808959,441.700341
2008-10-01,5,3132.714659,3881.258741
2008-10-01,6,4710.844594,5889.212546
2008-10-01,7,21996.571746,22290.047848
2008-10-01,8,4969.343003,2363.021136
2008-10-01,9,460.849785,1082.123349
2008-10-01,overall,52823.431047,43708.568387
2008-11-01,0,1591.842592,2134.327521
2008-11-01,1,196.105019,163.563287
2008-11-01,2,1060.207529,1380.962222
2008-11-01,3,9697.302272,3535.539778
2008-11-01,4,3372.240989,459.056716
2008-11-01,5,2500.021867,3210.062058
2008-11-01,6,4455.655159,5354.217071
2008-11-01,7,22943.786957,20445.174488
2008-11-01,8,5118.535119,2345.687197
2008-11-01,9,372.754844,1183.308102
2008-11-01,overall,51308.452347,40211.89844
2008-12-01,0,1349.440017,2479.85472
2008-12-01,1,226.651057,279.891057
2008-12-01,2,1057.717111,981.827499
2008-12-01,3,7871.928671,2247.354327
2008-12-01,4,3954.016792,309.097446
2008-12-01,5,2351.755637,2655.76079
2008-12-01,6,3910.071139,5179.690429
2008-12-01,7,19483.368992,17325.272856
2008-12-01,8,4448.500794,2178.579555
2008-12-01,9,359.452703,799.968285
2008-12-01,overall,45012.902913,34437.296964
2009-01-01,0,1220.565721,2204.213752
2009-01-01,1,182.302278,113.946596
2009-01-01,2,857.382222,797.064354
2009-01-01,3,6264.87628,2195.8478
2009-01-01,4,3190.69298,215.507823
2009-01-01,5,2053.472495,2048.7122
2009-01-01,6,3251.655873,3968.741173
2009-01-01,7,15873.171701,16183.998758
2009-01-01,8,3833.272994,1757.612262
2009-01-01,9,275.255942,584.8594
2009-01-01,overall,37002.648486,30070.504118
2009-02-01,0,1254.665437,1861.921722
2009-02-01,1,185.935385,128.604858
2009-02-01,2,829.058544,685.00969
2009-02-01,3,6430.489622,2102.052814
2009-02-01,4,2996.637225,249.146363
2009-02-01,5,2327.498881,2496.860121
2009-02-01,6,3547.775579,3646.217285
2009-02-01,7,16969.326395,14118.291309
2009-02-01,8,3493.16385,1518.441841
2009-02-01,9,421.545075,555.776871
2009-02-01,overall,38456.095993,27362.322874
2009-03-01,0,1282.217642,2302.641917
2009-03-01,1,189.018473,153.796535
2009-03-01,2,950.706546,874.64087
2009-03-01,3,6391.87184,2007.874669
2009-03-01,4,3384.316746,414.086004
2009-03-01,5,2393.009384,2655.465961
2009-03-01,6,4188.356892,3757.517298
2009-03-01,7,19196.06023,16063.139127
2009-03-01,8,4080.439845,1869.355117
2009-03-01,9,467.583447,810.841433
2009-03-01,overall,42523.581045,30909.358931
2009-04-01,0,1254.279473,2247.12082
2009-04-01,1,195.672161,189.837436
2009-04-01,2,955.023004,948.102372
2009-04-01,3,4671.184394,2359.625053
2009-04-01,4,3417.17267,318.269337
2009-04-01,5,2681.092272,3099.383601
2009-04-01,6,3973.973922,4239.386578
2009-04-01,7,19431.84393,17338.830891
2009-04-01,8,4283.184854,1975.744969
2009-04-01,9,317.655753,999.099662
2009-04-01,overall,41181.082432999996,33715.400719000005
2009-05-01,0,1340.19599,2221.490522
2009-05-01,1,243.461377,207.358744
2009-05-01,2,988.537552,1012.634355
2009-05-01,3,5293.980534,2142.948767
2009-05-01,4,3446.461223,438.569307
2009-05-01,5,2771.526483,3068.610676
2009-05-01,6,4254.267518,3915.905162
2009-05-01,7,20233.313158,17065.132918
2009-05-01,8,4234.758049,2059.026074
2009-05-01,9,294.487275,864.54121
2009-05-01,overall,43100.989159000004,32996.217735
2009-06-01,0,1367.87753,2046.973503
2009-06-01,1,199.952926,213.185606
2009-06-01,2,1122.097587,1315.173769
2009-06-01,3,5903.249371,2998.373637
2009-06-01,4,4023.626976,525.738419
2009-06-01,5,2814.886693,3674.240054
2009-06-01,6,4236.097128,4338.54876
2009-06-01,7,21167.379693,17533.859259
2009-06-01,8,4167.620056,2152.558192
2009-06-01,9,366.637501,1181.888707
2009-06-01,overall,45369.425461,35980.539906
2009-07-01,0,1296.775077,2493.769506
2009-07-01,1,237.63218,203.648265
2009-07-01,2,1131.104509,1492.110624
2009-07-01,3,6245.361859,3649.913087
2009-07-01,4,4048.393517,429.673252
2009-07-01,5,2990.915471,4125.023435
2009-07-01,6,4673.449573,4977.417318
2009-07-01,7,23436.948194,20129.022144
2009-07-01,8,4889.553276,2485.155877
2009-07-01,9,362.615413,1003.136279
2009-07-01,overall,49312.749069,40988.869787
2009-08-01,0,1294.423456,2199.972585
2009-08-01,1,227.540877,158.671196
2009-08-01,2,1179.24953,1426.133069
2009-08-01,3,6625.839253,3331.683954
2009-08-01,4,3389.487476,427.26922
2009-08-01,5,2971.154571,3524.630377
2009-08-01,6,4538.367687,4614.613763
2009-08-01,7,23079.712158,19409.72178
2009-08-01,8,4664.242009,2270.592616
2009-08-01,9,320.938453,891.760105
2009-08-01,overall,48290.95546999999,38255.048665
2009-09-01,0,1230.72383,2222.967513
2009-09-01,1,186.705789,150.642561
2009-09-01,2,1032.211328,1486.803159
2009-09-01,3,6819.414173,3598.714439
2009-09-01,4,3951.26559,462.610195
2009-09-01,5,3022.156207,3771.463843
2009-09-01,6,3811.726411,4553.543505
2009-09-01,7,23147.132862,18548.594263
2009-09-01,8,4198.586095,2317.986192
2009-09-01,9,378.768568,846.405591
2009-09-01,overall,47778.690853,37959.731261
2009-10-01,0,1448.992251,2399.792374
2009-10-01,1,208.843899,148.517798
2009-10-01,2,1395.404659,1428.5711
2009-10-01,3,8306.895539,4658.186265
2009-10-01,4,3963.153903,486.279483
2009-10-01,5,3119.330322,3759.955367
2009-10-01,6,4546.555746,5129.726835
2009-10-01,7,26178.183621,21450.604924
2009-10-01,8,5073.083983,2555.460026
2009-10-01,9,447.472662,786.307344
2009-10-01,overall,54687.916585,42803.401516
2009-11-01,0,1293.427604,2130.757155
2009-11-01,1,202.896377,212.269562
2009-11-01,2,1283.427555,1724.333794
2009-11-01,3,7273.417417,3214.704911
2009-11-01,4,3913.18357,441.764563
2009-11-01,5,2924.278342,3394.464172
2009-11-01,6,3957.85357,4708.244821
2009-11-01,7,24464.015759,22395.016682
2009-11-01,8,4396.143085,2237.869842
2009-11-01,9,376.201354,656.205444
2009-11-01,overall,50084.844633,41115.630946000005
2009-12-01,0,1506.853234,2400.499163
2009-12-01,1,216.659415,216.529783
2009-12-01,2,1432.941456,1690.590279
2009-12-01,3,9281.56818,3428.289811
2009-12-01,4,3916.607001,568.658748
2009-12-01,5,3194.047985,3786.788536
2009-12-01,6,4376.317956,4951.364155
2009-12-01,7,25450.926293,22127.927848
2009-12-01,8,4888.148947,2617.841857
2009-12-01,9,465.057,724.285645
2009-12-01,overall,54729.127467000006,42512.775825000004
2010-01-01,0,1413.867598,2600.360909
2010-01-01,1,236.07392,200.32699
2010-01-01,2,1440.321063,1356.11621
2010-01-01,3,8191.024649,3471.515814
2010-01-01,4,4442.493169,655.845094
2010-01-01,5,3168.704004,3671.733127
2010-01-01,6,4573.685711,4898.690669
2010-01-01,7,23706.072745,19538.77769
2010-01-01,8,5063.353097,2288.100277
2010-01-01,9,291.48887,764.467223
2010-01-01,overall,52527.084826,39445.934002999995
2010-02-01,0,1187.106832,2007.992743
2010-02-01,1,181.407397,199.883874
2010-02-01,2,1408.082278,1310.400864
2010-02-01,3,8343.265503,2848.740577
2010-02-01,4,3681.065906,480.416318
2010-02-01,5,3127.674947,3305.567759
2010-02-01,6,4122.735457,4361.740963
2010-02-01,7,20063.903162,17948.256494
2010-02-01,8,4216.940603,2030.67283
2010-02-01,9,308.848046,611.191447
2010-02-01,overall,46641.030131,35104.863869
2010-03-01,0,1543.728641,2434.839846
2010-03-01,1,213.670053,189.487189
2010-03-01,2,1823.844935,1520.990363
2010-03-01,3,9628.866373,4863.973744
2010-03-01,4,4950.54042,384.365606
2010-03-01,5,3888.645896,4488.10762
2010-03-01,6,5146.134098,5507.684424
2010-03-01,7,26549.886541,21925.750782
2010-03-01,8,5353.448832,2665.434261
2010-03-01,9,334.57694,1080.900527
2010-03-01,overall,59433.342729,45061.534362
2010-04-01,0,1473.327184,2632.139078
2010-04-01,1,211.624531,191.668081
2010-04-01,2,1575.775171,1682.474472
2010-04-01,3,7735.637462,3251.298656
2010-04-01,4,3914.427336,581.284794
