Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62692E+11,1.9355E+11,2.30812E+11,2.02257E+11,2.55018E+11,2.97952E+11,3.14443E+11,3.23276E+11,3.38066E+11,3.01355E+11,3.01256E+11,3.19109E+11,3.58789E+11,3.65178E+11,3.37456E+11,3.73832E+11,4.07027E+11,3.99649E+11
